mmsi,lat,lon,Sog,Cog,timestamp
18,30.377753,121.811995,12.8,87,1540015568
18,30.378108,121.812522,12.9,89,1540015578
18,30.378457,121.813057,12.8,90,1540015588
18,30.379137,121.814028,12.9,91,1540015607
18,30.379895,121.815098,12.8,108,1540015628
18,30.38055,121.816085,12.8,101,1540015647
18,30.380888,121.81661,12.8,106,1540015657
18,30.381623,121.817702,12.7,138,1540015678
18,30.381973,121.818215,12.7,158,1540015688
18,30.382637,121.819185,12.7,113,1540015707
18,30.382983,121.819685,12.8,99,1540015717
18,30.383685,121.820738,12.7,91,1540015737
18,30.384058,121.821325,12.7,93,1540015748
18,30.38507,121.822855,12.8,228,1540015777
18,30.38618,121.824448,12.7,280,1540015808
18,30.38618,121.824448,12.7,284,1540015814
18,30.386855,121.825412,12.7,279,1540015827
18,30.387578,121.826493,12.7,285,1540015848
18,30.388532,121.827915,12.7,280,1540015876
18,30.388882,121.828413,12.7,275,1540015887
18,30.389278,121.828977,12.8,283,1540015897
18,30.389663,121.829548,12.8,280,1540015908
18,30.389985,121.830002,12.6,107,1540015918
18,30.39068,121.831028,12.7,122,1540015937
18,30.391367,121.832057,12.7,115,1540015957
18,30.391748,121.832618,12.7,105,1540015968
18,30.392763,121.834143,12.8,97,1540015996
18,30.393087,121.834613,12.8,85,1540016007
18,30.393472,121.835178,12.8,102,1540016017
18,30.394193,121.836222,12.9,97,1540016038
18,30.394883,121.837227,12.9,97,1540016057
18,30.396015,121.838875,12.8,100,1540016088
18,30.396378,121.839393,12.8,29,1540016098
18,30.396378,121.839393,12.8,18,1540016105
18,30.39734,121.840815,12.9,286,1540016126
18,30.3981,121.84198,12.9,279,1540016148
18,30.398453,121.842508,12.9,287,1540016158
18,30.399122,121.843493,12.8,281,1540016177
18,30.399473,121.843995,12.8,286,1540016187
18,30.399473,121.843995,12.8,284,1540016194
18,30.400238,121.845112,12.8,285,1540016208
18,30.40162,121.847157,12.9,292,1540016236
18,30.402348,121.84825,12.9,286,1540016257
18,30.402707,121.848777,12.9,276,1540016267
18,30.403377,121.849775,12.9,137,1540016286
18,30.403747,121.850292,12.9,89,1540016296
18,30.406233,121.853978,13,92,1540016366
18,30.406633,121.854558,13,93,1540016377
18,30.406232,121.853977,13,91,1540016383
18,30.408045,121.856617,12.9,93,1540016416
18,30.408045,121.856617,12.9,91,1540016434
18,30.408797,121.857715,13,92,1540016437
19,30.337658,121.737888,11.1,91,1534302449
19,30.338452,121.738783,11.2,100,1534302470
19,30.338773,121.739153,11.2,0,1534302480
19,30.33946,121.739923,11.2,238,1534302499
19,30.3402,121.740725,11.2,265,1534302519
19,30.3402,121.740725,11.2,277,1534302523
19,30.340978,121.74155,11.1,265,1534302539
19,30.341343,121.741957,11.1,273,1534302550
19,30.342452,121.743073,11.1,277,1534302579
19,30.343257,121.743878,11.2,273,1534302599
19,30.343257,121.743878,11.2,268,1534302604
19,30.343627,121.744265,11.1,190,1534302610
19,30.348083,121.74902,11.1,187,1534302619
19,30.348812,121.749833,11.2,192,1534302639
19,30.349543,121.750633,11.2,182,1534302659
19,30.345512,121.746217,11.2,192,1534302664
19,30.350287,121.75143,11.2,185,1534302679
19,30.352158,121.753382,11.2,187,1534302729
19,30.352548,121.75376,11.2,194,1534302739
19,30.35293,121.754152,11.3,188,1534302749
19,30.353292,121.754558,11.2,10,1534302759
19,30.354062,121.755313,11.2,136,1534302779
19,30.354832,121.756072,11.2,217,1534302799
19,30.355582,121.756853,11.2,178,1534302819
19,30.356662,121.758008,11.2,186,1534302848
19,30.358132,121.759692,11.2,181,1534302888
19,30.354413,121.755648,11.1,186,1534302903
19,30.3588,121.76048,11.2,188,1534302908
19,30.354832,121.756072,11.2,176,1534302914
19,30.359197,121.76095,11.3,186,1534302919
19,30.3599,121.761785,11.2,180,1534302939
19,30.360917,121.763012,11.3,185,1534302968
19,30.361652,121.763893,11.2,121,1534302989
19,30.362352,121.764747,11.2,340,1534303008
19,30.362742,121.765207,11.2,357,1534303019
19,30.363467,121.766037,11.3,358,1534303040
19,30.364098,121.7668,11.3,356,1534303058
19,30.364467,121.767207,11.3,358,1534303068
19,30.364892,121.767705,11.2,350,1534303079
19,30.365625,121.76853,11.4,15,1534303100
19,30.366638,121.769687,11.3,311,1534303128
19,30.367073,121.770195,11.4,95,1534303139
19,30.36741,121.77056,11.4,28,1534303149
19,30.368152,121.771383,11.3,30,1534303169
19,30.369258,121.772713,11.4,340,1534303200
19,30.365187,121.768035,11.3,359,1534303203
19,30.370972,121.774783,11.5,8,1534303248
19,30.37139,121.77531,11.4,7,1534303259
19,30.371707,121.775695,11.5,8,1534303269
19,30.372425,121.77656,11.5,11,1534303289
19,30.37314,121.777447,11.5,10,1534303309
19,30.369257,121.772712,11.4,6,1534303315
19,30.373863,121.77829,11.5,4,1534303329
19,30.374907,121.77953,11.5,12,1534303358
19,30.375303,121.780007,11.5,9,1534303369
19,30.375712,121.780477,11.4,31,1534303379
19,30.376385,121.78122,11.6,90,1534303398
19,30.37678,121.781693,11.6,80,1534303409
19,30.377513,121.782557,11.6,90,1534303429
19,30.377873,121.78299,11.6,88,1534303439
19,30.431798,121.838048,11.2,86,1541259850
19,30.431387,121.837615,11.2,89,1541259860
19,30.430637,121.836835,11.2,91,1541259880
19,30.429895,121.836037,11.2,94,1541259901
19,30.429895,121.836037,11.2,91,1541259909
19,30.429145,121.835247,11.2,98,1541259920
19,30.429145,121.835247,11.2,70,1541259934
19,30.428032,121.834127,11.2,82,1541259949
19,30.42656,121.832615,11.2,96,1541259989
19,30.425823,121.831753,11.2,277,1541260010
19,30.425823,121.831753,11.2,276,1541260018
19,30.425148,121.830903,11.2,268,1541260030
19,30.424813,121.830405,11.2,270,1541260040
19,30.424552,121.829992,11.1,270,1541260050
19,30.423483,121.828068,11.1,91,1541260090
19,30.422962,121.827108,11.1,192,1541260110
19,30.422457,121.826125,11.2,264,1541260130
19,30.421885,121.825198,11,270,1541260150
19,30.42154,121.824713,11,255,1541260160
19,30.421243,121.82433,11,274,1541260170
19,30.420553,121.823522,11,268,1541260190
19,30.420158,121.82308,11,266,1541260201
19,30.420158,121.82308,11,270,1541260209
19,30.419068,121.822005,11,189,1541260230
19,30.418317,121.821252,11,78,1541260250
19,30.4179,121.820833,11.1,82,1541260261
19,30.417152,121.820083,11,95,1541260280
19,30.41682,121.819732,11.1,106,1541260290
19,30.41608,121.818945,11.1,103,1541260310
19,30.415338,121.818163,11,100,1541260330
19,30.414968,121.817767,11.1,100,1541260340
19,30.41386,121.816595,11.1,94,1541260370
19,30.413118,121.815822,11,100,1541260390
19,30.41198,121.814625,11.1,102,1541260421
19,30.410547,121.813097,11.1,4,1541260459
19,30.410155,121.812725,11.1,268,1541260470
19,30.408978,121.811565,11.1,265,1541260501
19,30.408978,121.811565,11.1,277,1541260509
19,30.407885,121.810462,11.1,14,1541260530
19,30.40747,121.810037,11.1,7,1541260541
19,30.406375,121.808928,11.1,4,1541260570
19,30.405633,121.808162,11.1,14,1541260590
19,30.405223,121.807725,11.1,10,1541260601
19,30.405222,121.807725,11.1,2,1541260615
19,30.403768,121.806212,11.1,1,1541260639
19,30.4034,121.805817,11.2,348,1541260650
19,30.402622,121.805067,11.1,337,1541260669
19,30.401867,121.804315,11.1,19,1541260690
19,30.401087,121.803598,11,5,1541260709
19,30.400692,121.803243,11,13,1541260720
19,30.4003,121.802885,11,15,1541260730
19,30.39948,121.802128,11,326,1541260750
19,30.398727,121.801452,11.1,335,1541260770
19,30.397933,121.800733,11.1,350,1541260790
19,30.397103,121.799975,11.1,359,1541260810
19,30.397103,121.799975,11.1,0,1541260819
19,30.395975,121.798917,11.1,357,1541260839
19,30.395583,121.798547,11.1,3,1541260850
19,30.39477,121.797775,11.1,359,1541260870
19,30.39477,121.797775,11.1,357,1541260883
19,30.393255,121.796355,11.1,296,1541260910
19,30.392827,121.795952,11.1,287,1541260921
19,30.391298,121.794505,11.1,3,1541260959
19,30.391298,121.794505,11.1,356,1541260968
19,30.390477,121.793738,11.1,356,1541260981
19,30.38893,121.792352,11.2,76,1541261019
19,30.388093,121.791587,11.2,96,1541261041
19,30.387682,121.791242,11.1,93,1541261051
19,30.386865,121.790562,11.2,91,1541261071
19,30.384945,121.788752,11.2,95,1541261119
19,30.384945,121.788752,11.2,91,1541261128
19,30.384945,121.788752,11.2,94,1541261133
19,30.384165,121.788015,11.1,99,1541261139
19,30.38374,121.787605,11.2,96,1541261151
19,30.383355,121.787233,11.1,95,1541261161
19,30.382205,121.786107,11.1,107,1541261190
19,30.38144,121.785343,11.1,306,1541261211
19,30.381052,121.78497,11.2,287,1541261221
19,30.380653,121.784607,11.2,269,1541261231
19,30.379873,121.783867,11.2,263,1541261250
19,30.37951,121.783547,11.2,259,1541261260
19,30.379068,121.783155,11.2,292,1541261271
19,30.378665,121.782807,11.1,271,1541261281
19,30.377912,121.782113,11.2,268,1541261300
19,30.377478,121.781712,11.2,273,1541261310
19,30.377113,121.781395,11.1,194,1541261320
19,30.377113,121.781395,11.1,148,1541261328
19,30.375888,121.780263,11.2,205,1541261351
19,30.374745,121.779208,11.2,154,1541261380
19,30.374327,121.778785,11.2,162,1541261391
19,30.373945,121.7784,11.2,143,1541261401
19,30.373945,121.7784,11.2,123,1541261409
19,30.373215,121.777673,11.2,159,1541261419
19,30.372077,121.776508,11.2,170,1541261450
19,30.37127,121.775687,11.3,192,1541261471
19,30.370505,121.774918,11.2,175,1541261490
19,30.368622,121.773047,11.2,180,1541261539
19,30.368285,121.772692,11.2,167,1541261549
19,30.367488,121.77188,11.2,183,1541261570
19,30.366688,121.771075,11.2,197,1541261591
19,30.36601,121.770377,11.2,166,1541261609
19,30.363702,121.768105,11.2,163,1541261650
19,30.353448,121.757663,11.1,160,1541261655
19,30.35307,121.757285,11.1,185,1541261665
19,30.35198,121.756188,11.1,162,1541261693
19,30.351607,121.755802,11.1,182,1541261703
19,30.362547,121.76697,11.1,161,1541261707
19,30.3509,121.755063,11.2,194,1541261723
19,30.350478,121.754652,11.1,209,1541261734
19,30.34934,121.753513,11.1,176,1541261764
19,30.348908,121.75311,11.1,162,1541261775
19,30.347802,121.752102,11.1,170,1541261803
19,30.347372,121.751708,11.1,156,1541261813
19,30.347,121.751332,11.1,175,1541261824
19,30.35839,121.762637,11.2,174,1541261825
20,30.397,121.879277,12.7,193,1534356054
20,30.396722,121.878777,13,197,1534356064
20,30.396412,121.878223,12.9,162,1534356074
20,30.396068,121.877615,12.9,227,1534356085
20,30.395437,121.876507,12.8,212,1534356104
20,30.39511,121.875958,13.1,111,1534356114
20,30.394797,121.875407,12.8,123,1534356124
20,30.394497,121.874922,12.8,132,1534356134
20,30.3941,121.874265,12.8,122,1534356145
20,30.393478,121.873237,12.8,108,1534356164
20,30.393158,121.872687,12.8,109,1534356174
20,30.392543,121.871643,13,100,1534356194
20,30.392165,121.870978,13.1,79,1534356205
20,30.39188,121.870482,12.9,119,1534356215
20,30.39125,121.86938,13,106,1534356235
20,30.39026,121.867673,13,97,1534356265
20,30.389675,121.866688,12.7,82,1534356284
20,30.389353,121.866137,13.2,83,1534356294
20,30.388697,121.86498,12.8,99,1534356314
20,30.388697,121.86498,12.8,105,1534356318
20,30.387755,121.86332,12.8,67,1534356345
20,30.387115,121.862233,12.8,54,1534356365
20,30.386807,121.861675,13.1,118,1534356375
20,30.386483,121.861132,12.8,122,1534356385
20,30.385163,121.858882,13,86,1534356426
20,30.38452,121.857783,13.2,78,1534356445
20,30.38421,121.857228,12.7,104,1534356456
20,30.383262,121.855583,13,109,1534356485
20,30.38297,121.855092,12.9,113,1534356495
20,30.382612,121.854493,13,84,1534356505
20,30.382282,121.853948,12.9,80,1534356515
20,30.381288,121.85231,12.9,106,1534356546
20,30.380665,121.851255,13.3,113,1534356565
20,30.37968,121.849573,13.1,219,1534356595
20,30.379318,121.848952,13.4,206,1534356605
20,30.379318,121.848952,13.4,173,1534356608
20,30.378652,121.847827,13.2,167,1534356625
20,30.377337,121.845582,13.3,274,1534356666
20,30.376695,121.844513,13.2,267,1534356685
20,30.37632,121.843895,13.5,270,1534356695
20,30.37569,121.842838,12.9,260,1534356714
20,30.375057,121.841767,13.1,269,1534356734
20,30.373022,121.83842,13.2,271,1534356794
20,30.372613,121.837742,13.6,284,1534356805
20,30.372275,121.837185,13.2,261,1534356815
20,30.371642,121.836105,13.5,256,1534356835
20,30.371285,121.835478,13.3,254,1534356845
20,30.370652,121.834398,13.5,274,1534356864
20,30.370333,121.833818,13.4,236,1534356875
20,30.370333,121.833818,13.4,265,1534356878
20,30.369665,121.832675,13.4,260,1534356895
20,30.369305,121.832032,13.7,274,1534356905
20,30.369305,121.832032,13.7,263,1534356908
20,30.368637,121.830957,13.6,279,1534356924
20,30.36822,121.83036,13.6,252,1534356935
20,30.367412,121.829318,13.6,263,1534356955
20,30.366987,121.828827,13.3,277,1534356965
20,30.366223,121.827923,13.6,281,1534356984
20,30.365758,121.827362,13.6,267,1534356995
20,30.364865,121.826295,13.7,259,1534357015
20,30.36413,121.82535,13.7,259,1534357034
20,30.363373,121.824315,13.8,227,1534357052
21,30.388398,121.878913,16.3,207,1541082197
21,30.388118,121.878417,16.4,128,1541082204
21,30.387843,121.878025,16.3,110,1541082210
21,30.387603,121.877708,16.3,94,1541082216
21,30.387322,121.877215,16.4,108,1541082222
21,30.387088,121.876878,16.5,124,1541082227
21,30.386255,121.875583,16.6,109,1541082246
21,30.38601,121.875165,16.5,95,1541082252
21,30.3858,121.874832,16.3,129,1541082258
21,30.385518,121.874428,16.5,112,1541082264
21,30.385292,121.87399,16.6,60,1541082270
21,30.385018,121.8736,16.4,72,1541082276
21,30.384518,121.872752,16.6,75,1541082287
21,30.384258,121.87235,16.4,61,1541082294
21,30.383708,121.871438,16.7,8,1541082306
21,30.383453,121.871022,16.6,19,1541082312
21,30.382983,121.870272,16.6,332,1541082323
21,30.38249,121.869408,16.7,318,1541082336
21,30.38216,121.86896,16.5,321,1541082342
21,30.381958,121.868603,16.6,319,1541082348
21,30.381418,121.867778,16.6,327,1541082359
21,30.381128,121.867297,16.5,31,1541082366
21,30.380622,121.86655,16.7,347,1541082377
21,30.38037,121.866137,16.5,344,1541082384
21,30.380077,121.86575,16.6,346,1541082390
21,30.379835,121.86532,16.7,351,1541082396
21,30.379502,121.864857,16.6,142,1541082402
21,30.378992,121.864018,16.7,218,1541082414
21,30.378678,121.863638,16.7,335,1541082420
21,30.377925,121.862472,16.8,25,1541082438
21,30.377412,121.861663,16.5,351,1541082450
21,30.376862,121.860748,16.6,333,1541082462
21,30.385017,121.8736,16.4,32,1541082468
21,30.376412,121.859975,16.6,30,1541082474
21,30.376158,121.859552,16.6,13,1541082480
21,30.375905,121.859142,16.5,26,1541082486
21,30.375655,121.858715,16.6,353,1541082492
21,30.375105,121.857817,16.5,9,1541082503
21,30.374592,121.856975,16.7,21,1541082516
21,30.374347,121.856563,16.5,315,1541082522
21,30.374125,121.856227,16.5,25,1541082527
21,30.373813,121.85574,16.7,335,1541082534
21,30.37362,121.855382,16.6,11,1541082540
21,30.373303,121.854923,16.5,347,1541082546
21,30.373068,121.854487,16.6,7,1541082552
21,30.372343,121.853317,16.5,342,1541082570
21,30.372083,121.852897,16.6,28,1541082576
21,30.371803,121.852498,16.6,13,1541082582
21,30.37158,121.852162,16.5,13,1541082587
21,30.371277,121.851683,16.5,5,1541082594
21,30.378992,121.864018,16.7,351,1541082600
21,30.370675,121.850822,16.6,257,1541082606
21,30.378992,121.864017,16.7,211,1541082608
21,30.370177,121.850085,16.5,167,1541082618
21,30.369903,121.849685,16.5,169,1541082623
21,30.369642,121.849278,16.4,175,1541082630
21,30.369325,121.848808,16.5,189,1541082636
21,30.36885,121.848072,16.3,154,1541082647
21,30.368578,121.847673,16.4,197,1541082654
21,30.368327,121.847258,16.4,178,1541082660
21,30.36781,121.84647,16.2,162,1541082672
21,30.367533,121.846065,16.4,180,1541082678
21,30.367035,121.845278,16,190,1541082690
21,30.366458,121.844412,16.1,175,1541082702
21,30.366233,121.844102,15.9,152,1541082707
21,30.365402,121.842842,16.1,158,1541082726
21,30.364962,121.842088,16.2,179,1541082737
21,30.364652,121.841625,16.2,181,1541082745
21,30.364197,121.840885,16.2,148,1541082756
21,30.363958,121.840467,16.3,188,1541082761
21,30.363703,121.840062,16.3,180,1541082767
21,30.363467,121.839653,16.1,142,1541082774
21,30.36297,121.838833,16.2,132,1541082786
21,30.362478,121.838023,16.1,175,1541082798
21,30.361992,121.837212,16.1,167,1541082810
21,30.361763,121.836787,16.1,162,1541082815
21,30.361517,121.836385,16,194,1541082822
21,30.361032,121.835565,16.2,286,1541082833
21,30.360757,121.835185,16.1,281,1541082839
21,30.360513,121.83479,15.9,253,1541082846
21,30.359998,121.833988,16.1,266,1541082857
21,30.359237,121.83281,16,281,1541082875
21,30.358957,121.832438,16,289,1541082882
21,30.358507,121.831703,16,271,1541082893
21,30.35822,121.831328,16.1,258,1541082900
21,30.365402,121.842842,16.1,235,1541082912
21,30.35685,121.829212,16.1,95,1541082930
21,30.355825,121.827707,16.2,95,1541082953
21,30.355288,121.826928,16,102,1541082966
21,30.354717,121.826175,16.1,125,1541082978
21,30.354443,121.825788,16.1,101,1541082984
21,30.353877,121.825043,16.1,103,1541082996
21,30.353603,121.824652,16.2,91,1541083001
21,30.353272,121.82421,16.1,82,1541083008
21,30.35304,121.823892,16.1,100,1541083013
21,30.352763,121.823505,16.2,116,1541083020
21,30.352477,121.823125,16.2,101,1541083026
21,30.352142,121.822698,16.1,94,1541083032
21,30.351875,121.822295,16.3,81,1541083038
21,30.35162,121.821998,16.2,54,1541083044
21,30.35131,121.821545,16.2,11,1541083050
21,30.351078,121.821225,16.2,14,1541083056
21,30.350793,121.820848,16.2,79,1541083061
21,30.350512,121.820465,16.2,233,1541083068
21,30.350273,121.820157,16.1,11,1541083073
21,30.349427,121.818927,16.1,119,1541083092
21,30.348572,121.817697,16.1,109,1541083110
21,30.348083,121.816973,16.1,108,1541083121
21,30.346778,121.815,16.1,98,1541083152
21,30.346512,121.814603,16.2,108,1541083158
21,30.345485,121.813108,16.2,80,1541083181
21,30.345198,121.812633,16.1,97,1541083188
21,30.344958,121.812332,16,104,1541083193
22,30.336917,121.788833,10.3,100,1539841970
22,30.337517,121.78965,10.4,111,1539841990
22,30.33785,121.790083,10.3,110,1539842001
22,30.338183,121.790483,10.4,121,1539842011
22,30.339133,121.791683,10.5,88,1539842041
22,30.339767,121.7925,10.6,83,1539842061
22,30.340367,121.79325,10.5,178,1539842080
22,30.340683,121.79365,10.7,264,1539842090
22,30.341033,121.7941,10.7,257,1539842101
22,30.341033,121.7941,10.7,259,1539842105
22,30.341683,121.794917,10.7,283,1539842121
22,30.341983,121.795333,10.4,272,1539842131
22,30.342317,121.795767,10.5,272,1539842141
22,30.342317,121.795767,10.5,278,1539842147
22,30.3429,121.796483,10.2,274,1539842161
22,30.343833,121.79765,10.2,246,1539842191
22,30.344167,121.798067,10.3,251,1539842201
22,30.344767,121.798817,10.4,199,1539842221
22,30.345367,121.799617,10.4,191,1539842241
22,30.345683,121.800033,10.4,258,1539842251
22,30.346033,121.80045,10.4,282,1539842261
22,30.346633,121.801217,10.4,288,1539842281
22,30.347267,121.802,10.4,286,1539842301
22,30.34815,121.803183,10.4,273,1539842330
22,30.34815,121.803183,10.4,266,1539842334
22,30.348817,121.804017,10.5,285,1539842351
22,30.349467,121.804817,10.5,258,1539842371
22,30.3498,121.805233,10.3,279,1539842381
22,30.350383,121.805983,10.2,273,1539842401
22,30.350383,121.805983,10.2,300,1539842405
22,30.3507,121.806383,10.3,279,1539842411
22,30.351017,121.806767,10.2,274,1539842421
22,30.351333,121.807167,10.4,308,1539842431
22,30.3523,121.808333,10.1,258,1539842461
22,30.353183,121.809467,10.2,270,1539842491
22,30.353483,121.809867,10.3,273,1539842501
22,30.354133,121.810717,10.3,269,1539842521
22,30.354433,121.811067,10.3,270,1539842531
22,30.354733,121.811467,10.3,281,1539842541
22,30.35505,121.811867,10.5,263,1539842551
22,30.355633,121.812633,10.5,264,1539842570
22,30.356,121.813117,10.5,268,1539842581
22,30.3563,121.813483,10.5,23,1539842591
22,30.357267,121.814683,10.5,27,1539842621
22,30.3576,121.81515,10.4,87,1539842631
22,30.358517,121.816317,10.5,86,1539842661
22,30.358833,121.816733,10.6,92,1539842671
22,30.3595,121.817567,10.4,92,1539842691
22,30.359817,121.817967,10.6,82,1539842702
22,30.359817,121.817967,10.6,103,1539842706
22,30.361033,121.819517,10.3,84,1539842740
22,30.361383,121.81995,10.4,101,1539842752
22,30.36195,121.8207,10.6,80,1539842771
22,30.362283,121.821083,10.2,92,1539842781
22,30.3629,121.821867,10.4,89,1539842800
22,30.36325,121.822317,10.4,342,1539842812
22,30.36385,121.823067,10.5,285,1539842831
22,30.36415,121.823483,10.5,276,1539842841
22,30.364483,121.8239,10.5,283,1539842851
22,30.364817,121.824283,10.5,283,1539842861
22,30.365133,121.824733,10.4,300,1539842872
22,30.36575,121.8255,10.4,278,1539842891
22,30.366067,121.8259,10.6,291,1539842901
22,30.366383,121.826283,10.5,307,1539842911
22,30.367067,121.827133,10.5,286,1539842932
22,30.367067,121.827132,10.5,310,1539842936
22,30.368317,121.8287,10.7,308,1539842971
22,30.368633,121.829117,10.6,69,1539842981
22,30.3696,121.83035,10.8,358,1539843011
22,30.3696,121.83035,10.8,6,1539843015
22,30.37025,121.831133,10.5,13,1539843031
22,30.371183,121.832333,10.5,15,1539843061
22,30.371517,121.83275,10.5,356,1539843071
22,30.37245,121.833883,10.6,351,1539843100
22,30.372783,121.834333,10.4,334,1539843111
22,30.373133,121.8348,10.4,349,1539843122
22,30.3747,121.836733,10.5,191,1539843171
22,30.3766,121.8391,10.2,181,1539843231
22,30.37695,121.839533,10.4,195,1539843242
22,30.37695,121.839533,10.4,190,1539843245
22,30.377517,121.840233,10,209,1539843258
22,30.37785,121.84065,10.1,226,1539843269
22,30.378467,121.841417,10,199,1539843289
22,30.378817,121.841817,9.8,169,1539843305
22,30.379083,121.842183,10.1,189,1539843309
22,30.380283,121.843683,10,185,1539843349
22,30.380933,121.84445,10.2,188,1539843369
22,30.381533,121.845217,10.1,183,1539843389
22,30.3825,121.84645,10.3,180,1539843419
22,30.382783,121.846783,10.3,173,1539843429
22,30.3834,121.847567,10.4,192,1539843449
22,30.384033,121.848317,10.2,213,1539843469
22,30.384967,121.849483,10.3,185,1539843499
22,30.385267,121.8499,10.3,179,1539843509
22,30.385933,121.850733,10.2,162,1539843529
22,30.386267,121.851117,10.4,133,1539843539
22,30.386833,121.85185,10.1,150,1539843559
22,30.387833,121.853033,10.2,171,1539843589
22,30.388133,121.853433,10.3,181,1539843600
22,30.388133,121.853433,10.3,196,1539843606
22,30.38875,121.854167,10.3,186,1539843619
22,30.390067,121.855783,10.5,191,1539843660
22,30.390667,121.856533,10.6,68,1539843679
22,30.391267,121.857283,10.5,345,1539843698
22,30.39165,121.857783,10.6,17,1539843709
22,30.39225,121.85855,10.6,16,1539843728
22,30.392917,121.859333,10.7,27,1539843749
22,30.393567,121.86015,10.5,6,1539843769
22,30.394833,121.861767,10.6,334,1539843809
22,30.395467,121.862583,10.5,349,1539843829
22,30.395833,121.862983,10.6,339,1539843840
22,30.39645,121.863783,10.6,349,1539843859
22,30.396767,121.864183,10.5,341,1539843869
22,30.397083,121.864567,10.6,313,1539843879
22,30.397433,121.864983,10.6,347,1539843889
22,30.3977,121.865333,10.5,353,1539843904
22,30.398983,121.866983,10.4,322,1539843939
22,30.399567,121.867717,10.2,268,1539843958
22,30.373117,121.83385,11.9,101,1541154162
22,30.372767,121.8334,12,53,1541154172
22,30.372383,121.83295,12,74,1541154182
22,30.371967,121.832433,11.9,76,1541154192
22,30.37165,121.83195,12,85,1541154202
22,30.37095,121.831117,12.1,86,1541154222
22,30.37055,121.8306,12.1,89,1541154233
22,30.369483,121.8292,11.9,80,1541154262
22,30.36915,121.82875,12.1,86,1541154272
22,30.368417,121.8278,11.9,87,1541154293
22,30.3681,121.827367,11.8,69,1541154307
22,30.367667,121.826917,12,83,1541154313
22,30.367,121.826033,11.9,64,1541154332
22,30.366633,121.8256,12,95,1541154342
22,30.36625,121.8251,11.8,109,1541154353
22,30.365533,121.824183,11.7,94,1541154373
22,30.364467,121.822817,11.9,90,1541154403
22,30.3641,121.822367,11.9,94,1541154413
22,30.363417,121.821467,11.9,97,1541154433
22,30.3617,121.819233,11.9,86,1541154481
22,30.361317,121.818733,11.6,86,1541154493
22,30.360967,121.818233,11.8,92,1541154503
22,30.35995,121.816883,11.8,101,1541154533
22,30.359267,121.815983,11.6,104,1541154553
22,30.358917,121.81555,11.4,93,1541154563
22,30.35825,121.814633,11.5,190,1541154583
22,30.357617,121.8138,11.4,234,1541154607
22,30.357217,121.813317,11.5,278,1541154613
22,30.356883,121.812883,11.6,283,1541154623
22,30.35625,121.811983,11.6,286,1541154642
22,30.355867,121.811533,11.7,272,1541154653
22,30.354817,121.810183,11.8,278,1541154683
22,30.35415,121.809317,11.6,262,1541154702
22,30.353783,121.8088,11.8,280,1541154713
22,30.353433,121.808367,11.6,289,1541154723
22,30.352767,121.80745,11.6,278,1541154743
22,30.35135,121.805633,11.8,266,1541154783
22,30.350983,121.805217,11.8,282,1541154793
22,30.35065,121.804717,11.9,264,1541154803
22,30.34995,121.803883,11.8,287,1541154822
22,30.3496,121.803367,11.7,263,1541154833
22,30.348883,121.802467,11.8,251,1541154852
22,30.34825,121.80155,11.9,259,1541154872
22,30.347917,121.801117,11.4,273,1541154882
22,30.347217,121.800133,11.7,268,1541154903
22,30.347217,121.800133,11.7,292,1541154908
22,30.346867,121.799717,11.5,259,1541154913
22,30.346217,121.79885,11.6,271,1541154932
22,30.345867,121.798417,11.5,237,1541154942
22,30.34445,121.796583,11.6,216,1541154983
22,30.34445,121.796583,11.6,183,1541154988
22,30.343383,121.795267,11.7,213,1541155008
22,30.343067,121.794767,11.8,200,1541155018
22,30.342717,121.794317,11.5,200,1541155028
22,30.342383,121.79385,11.7,175,1541155038
22,30.341383,121.792483,11.9,187,1541155068
22,30.3407,121.791667,11.7,153,1541155086
22,30.339283,121.789733,11.8,190,1541155128
22,30.33895,121.7893,11.9,177,1541155138
22,30.338267,121.788367,11.6,186,1541155158
22,30.374867,121.840367,11.9,189,1541672575
22,30.37535,121.840833,11.9,209,1541672587
22,30.37575,121.841267,11.9,149,1541672597
22,30.376517,121.842067,11.9,9,1541672616
22,30.376917,121.8425,11.9,30,1541672626
22,30.37775,121.843367,11.9,7,1541672646
22,30.378917,121.844567,11.9,331,1541672676
22,30.38015,121.84585,12,338,1541672707
22,30.38015,121.84585,12,339,1541672711
22,30.38055,121.846317,12,335,1541672717
22,30.38095,121.8467,12,334,1541672727
22,30.381767,121.84755,12,349,1541672747
22,30.382183,121.847933,11.9,18,1541672757
22,30.382933,121.848733,12,344,1541672776
22,30.38335,121.849167,12,340,1541672786
22,30.3846,121.85045,12,289,1541672817
22,30.385017,121.850867,12,270,1541672827
22,30.385767,121.85165,12,352,1541672846
22,30.386183,121.852067,12,13,1541672856
22,30.386617,121.852533,12.1,20,1541672867
22,30.3874,121.853317,12,22,1541672886
22,30.3878,121.853733,12,344,1541672896
22,30.3882,121.854183,12,356,1541672906
22,30.3886,121.8546,12.1,20,1541672916
22,30.389017,121.855017,12.1,17,1541672926
22,30.389483,121.855433,12.1,14,1541672937
22,30.390267,121.856233,12.1,4,1541672956
22,30.390667,121.856667,12.1,347,1541672966
22,30.390667,121.856667,12.1,2,1541672975
22,30.391067,121.857083,12.1,18,1541672976
22,30.391467,121.8575,12.1,349,1541672986
22,30.3919,121.857917,12.1,15,1541672996
